id,originalValue,adoptedValue,disposition,action,applicableSystems,modelOrComponent,unit,scope,direction,precision,density,conditions,source,auditDate,sourceAsOf,conclusion
"sys.rubin-ultra-nvl576:keySpecs.rackCount","8","8","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVIDIA Vera Rubin Ultra NVL576","个","NVIDIA Vera Rubin Ultra NVL576 / rackCount；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","★ 与 GB300/Vera Rubin 的「8 个机架 = 8 个互相独立的 NVLink 域」不同：这 8 个机架合起来才是**一个** NVL576 域（官方原话：「all in a single 576-GPU NVLink domain」）。","{""id"":""src.nvidia-rubin-pod-blog"",""url"":""https://developer.nvidia.com/blog/nvidia-vera-rubin-pod-seven-chips-five-rack-scale-systems-one-ai-supercomputer/"",""localFile"":null,""locator"":""NVIDIA Vera Rubin Ultra NVL576 节，「combine eight separate MGX NVL racks」；SemiAnalysis p.3 表①独立佐证 Form Factor =「8x Oberon Racks」，p.4 机架立面图逐个标注为 VRU NVL576 (Rack 1) … (Rack 8)""}","2026-09-12","2026-03","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"sys.rubin-ultra-nvl576:keySpecs.rackPowerKW","null","null","not-found","retained","[""sys.rubin-ultra-nvl576""]","NVIDIA Vera Rubin Ultra NVL576","kW","NVIDIA Vera Rubin Ultra NVL576 / rackPowerKW；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","官方与分析师文章都未给出机架级或系统级总功率。SemiAnalysis 立面图上每机架有 4 个 3U 110 kW 电源架（4 × 110 = 440 kW 是本项目的算术推论，不是文中数字），因此本项目取 null，产能估算的 tokens/W 一律不出数。","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":null}","2026-09-12","2026-08","截至 2026-09-12，所查官方资料仍未提供可采纳的适用值；不能据此断言从未公开。 官方与分析师文章都未给出机架级或系统级总功率。SemiAnalysis 立面图上每机架有 4 个 3U 110 kW 电源架（4 × 110 = 440 kW 是本项目的算术推论，不是文中数字），因此本项目取 null，产能估算的 tokens/W 一律不出数。"
"sys.rubin-ultra-nvl576:keySpecs.computeTrayCount","18","18","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVIDIA Vera Rubin Ultra NVL576","个","NVIDIA Vera Rubin Ultra NVL576 / computeTrayCount；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.5「机架高度」节：Rubin Ultra 的 Oberon 系统为 (9+18+9)，计算托架总数仍为 18 个，均匀分布于机架顶部和底部（各 9 个）""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"sys.rubin-ultra-nvl576:keySpecs.nvswitchTrayCount","18","18","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVIDIA Vera Rubin Ultra NVL576","个","NVIDIA Vera Rubin Ultra NVL576 / nvswitchTrayCount；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.5：NVLink Switch 托架数量翻倍至每机架 18 个，单托架高度缩减至 0.75U""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"sys.rubin-ultra-nvl576:keySpecs.nvlinkGeneration","NVLink 7","NVLink 7","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVIDIA Vera Rubin Ultra NVL576","null","NVIDIA Vera Rubin Ultra NVL576 / nvlinkGeneration；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表②「Nvidia Roadmap – Scale-Up Networking」，NVLink Generation = NVLink 7""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"sys.rubin-ultra-nvl576:keySpecs.nvlinkPerGpuGBs","1800","1800","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVIDIA Vera Rubin Ultra NVL576","GB/s","NVIDIA Vera Rubin Ultra NVL576 / nvlinkPerGpuGBs；适用范围见限定条件与来源位置","unidirectional","not applicable / unspecified","not applicable / unspecified","单向口径，与同表 Vera Rubin NVL72 相同（表中两列合并）。","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表②，Bandwidth per Logical GPU (GB/s uni-directional) = 1,800""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"sys.rubin-ultra-nvl576:keySpecs.topologyNameOfficial","两层全互连 NVLink 拓扑（two-layer all-to-all）","两层全互连 NVLink 拓扑（two-layer all-to-all）","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVIDIA Vera Rubin Ultra NVL576","null","NVIDIA Vera Rubin Ultra NVL576 / topologyNameOfficial；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","★ v1.5 订正：**官方已经点名了拓扑类别**，此前本项目两处 note 写「官方没有点名任何拓扑」是事实错误。应用引的「with copper and direct optical connections」是同一段的**后半句**，前半句就给了拓扑名。⚠️ 与分析师说法的关系：SemiAnalysis 表①的「Dragonfly」是它自己的归类，**与官方措辞不等价**——two-layer all-to-all 描述的是「两层、层内全互连」的连接关系，Dragonfly 是一类具体的组网算法族。对外讲拓扑时先说官方词（two-layer all-to-all），再说分析师词并标明出处，不要只说 Dragonfly。","{""id"":""src.nvidia-rubin-pod-blog"",""url"":""https://developer.nvidia.com/blog/nvidia-vera-rubin-pod-seven-chips-five-rack-scale-systems-one-ai-supercomputer/"",""localFile"":null,""locator"":""NVIDIA Vera Rubin Ultra NVL576 节，「NVIDIA Vera Rubin Ultra introduces a new two-layer all-to-all NVLink topology that will enable developers to scale-up to 576 GPUs.」（导语同口径：「Future scaling includes NVIDIA Vera Rubin Ultra NVL576 with a two-layer all-to-all NVLink topology across eight racks」）""}","2026-09-12","2026-03","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"sys.rubin-ultra-nvl576:keySpecs.scaleUpTopology","Direct Connect NPO（机架内铜背板 + 机架间 NPO/CPO Dragonfly）","Direct Connect NPO（机架内铜背板 + 机架间 NPO/CPO Dragonfly）","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVIDIA Vera Rubin Ultra NVL576","null","NVIDIA Vera Rubin Ultra NVL576 / scaleUpTopology；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","⚠️ 这是**分析师**口径。官方口径见同层的 topologyNameOfficial：POD 博客已点名「a new two-layer all-to-all NVLink topology」，并说明介质是「copper and direct optical connections」。「NPO/CPO」「Dragonfly」这两个词 NVIDIA 官方材料没有用过，且「Dragonfly」与官方的 two-layer all-to-all **不等价**，是分析师自己的归类，不能互相替换着讲。","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表②，Scale-Up Topology =「Direct Connect NPO」；Within Rack =「Copper Backplane」；Between Racks =「NPO/CPO」（表中黄色高亮）""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"sys.rubin-ultra-nvl576:keySpecs.nvlinkDomainOptions","NVL72 / NVL144（Kyber，单机架）/ NVL576（旗舰，本代）","NVL72 / NVL144（Kyber，单机架）/ NVL576（旗舰，本代）","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVIDIA Vera Rubin Ultra NVL576","null","NVIDIA Vera Rubin Ultra NVL576 / nvlinkDomainOptions；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","★ v1.5 订正 Kyber 的定位（此前写「Kyber 是**独立于** MGX NVL 的另一款产品线、两者**并列**」，与官方措辞相反）。官方原话是**继承关系**：「To scale beyond NVL576, a new MGX rack, NVIDIA Kyber, will be introduced.」「NVIDIA Kyber is the next-generation MGX NVL rack design that will double the NVLink domain per rack to fit 144 GPUs.」（2025-10 OCP 博客更直白：「NVIDIA Kyber — the successor to NVIDIA Oberon」）——Kyber 是 MGX NVL 机架的**下一代 / Oberon 的继任者**，不是与 MGX NVL 并列的另一条产品线。⚠️ 但**防混淆的结论不变，而且官方原话支持得更硬**：Kyber NVL144 是「standalone NVL144 system」（单机架 144 GPU），NVL576 是 8 个本代 MGX NVL 机架合成的一个域——两者是同一份三档菜单里的**两档不同产品**，「Kyber」不是 NVL576 机架的代号，别当同一硬件的两种叫法。","{""id"":""src.nvidia-rubin-pod-blog"",""url"":""https://developer.nvidia.com/blog/nvidia-vera-rubin-pod-seven-chips-five-rack-scale-systems-one-ai-supercomputer/"",""localFile"":null,""locator"":""NVIDIA Kyber NVL1152: The next generation 节，「Kyber will first be introduced with Vera Rubin Ultra as a standalone NVL144 system, providing customers with three options for Vera Rubin Ultra NVLink scale-up domains: NVL72, NVL144, and the flagship NVL576.」""}","2026-09-12","2026-03","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"sys.rubin-ultra-nvl576:keySpecs.prototypeCodename","Polyphe","Polyphe","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVIDIA Vera Rubin Ultra NVL576","null","NVIDIA Vera Rubin Ultra NVL576 / prototypeCodename；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-rubin-pod-blog"",""url"":""https://developer.nvidia.com/blog/nvidia-vera-rubin-pod-seven-chips-five-rack-scale-systems-one-ai-supercomputer/"",""localFile"":null,""locator"":""NVIDIA Vera Rubin Ultra NVL576 节，「Polyphe is the NVIDIA internal fully functional GB200-based prototype of the multirack NVL576 scale-up architecture.」""}","2026-09-12","2026-03","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"sys.rubin-ultra-nvl576:keySpecs.announceTimeline","2027 下半年（2025-03 GTC 现场原话，且该句自身矛盾）","2027 下半年（2025-03 GTC 现场原话，且该句自身矛盾）","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVIDIA Vera Rubin Ultra NVL576","null","NVIDIA Vera Rubin Ultra NVL576 / announceTimeline；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","⚠️ 这条读数很弱，三层限定缺一不可：① 原话**没有点名 NVL576**（只泛指「systems built on Rubin Ultra」；该篇全文「576」出现 0 次）；② **原句自身矛盾**（v1.5 新增留痕）——前半句把 NVL144 归入「Rubin **Ultra**」并说 2026 下半年到货，后半句又说「Rubin Ultra 系统」2027 下半年，同一句里「Rubin Ultra」指了两个不同的东西。因此「2027 下半年」到底覆盖哪一档产品，从这句话里读不出来，confidence 已降到 low；③ 2026 年的官方材料（POD/OCP 博客）都不再给出具体交付日期，本条只作历史留痕，不作交付承诺引用。","{""id"":""src.nvidia-gtc25-keynote-blog"",""url"":""https://blogs.nvidia.com/blog/nvidia-keynote-at-gtc-2025-ai-news-live-updates/"",""localFile"":null,""locator"":""Vera Rubin 一节，「Systems built on Rubin Ultra, including the Vera Rubin NVL 144, will arrive in the second half of next year. And due for the second half of 2027:  systems built on Rubin Ultra.」""}","2026-09-12","2025-03","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"sys.rubin-ultra-nvl576:keySpecs.delayOutlook","可能延期或仅限小批量（媒体报道，无具体年份）","可能延期或仅限小批量（媒体报道，无具体年份）","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVIDIA Vera Rubin Ultra NVL576","null","NVIDIA Vera Rubin Ultra NVL576 / delayOutlook；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","⚠️ 同一篇报道里明确写的「延至 2028」说的是另一个产品 **Kyber NVL144**，原因逐字为「Kyber NVL144 rack architecture has been delayed to 2028 as the PCB midplane remains challenging from a manufacturability standpoint」——是 **PCB 中板的可制造性**（v1.5 订正：此前写作「良率问题」，原文没有出现 yield/良率，属转述失真）。对 NVL576 原文没有给出具体年份。文中 NVIDIA 的表态逐字为「Nvidia rejected the SemiAnalysis report and said, ""Our roadmap is intact.""」——是**驳斥**（rejected）而不是中性「回应」；这仍是媒体转述的官方表态，不是独立声明，讲给客户听时要说明这层转述关系。","{""id"":""src.cnbc-kyber-delay"",""url"":""https://www.cnbc.com/2026/07/06/nvidia-kyber-rack-system-delays-manufacturing-taiwan-rubin-chips-.html"",""localFile"":null,""locator"":""「NVL576 — a larger system linking eight racks via optical connections — is also likely delayed or limited to small volumes, the research firm said.」""}","2026-09-12","2026-07","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"sys.rubin-ultra-nvl576:keySpecs.analystStructuralDetail","机架内重排为 9+18+9（计算/交换/计算）、0.75U NVLink 交换托架、PHD3 背板连接器、NPO/CPO 光互连模块形态、「Dragonfly」跨机架拓扑命名——均为 SemiAnalysis 的结构细节推测，NVIDIA 官方材料未证实这些具体实现。","机架内重排为 9+18+9（计算/交换/计算）、0.75U NVLink 交换托架、PHD3 背板连接器、NPO/CPO 光互连模块形态、「Dragonfly」跨机架拓扑命名——均为 SemiAnalysis 的结构细节推测，NVIDIA 官方材料未证实这些具体实现。","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVIDIA Vera Rubin Ultra NVL576","null","NVIDIA Vera Rubin Ultra NVL576 / analystStructuralDetail；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","这条 Claim 的作用是把「分析师推测的具体实现」与上面几条官方事实（gpuCount / rackCount / nvlinkDomainOptions / topologyNameOfficial / prototypeCodename）显式分开，避免两者被当成同一置信等级引用——3D 组件层的官方壳体（机架、机架内背板、跨机架光互连）与分析师规格件（GPU/HBM/托盘细节/交换芯片）也按这条线分层，见组件定义里的 status 字段。⚠️ v1.5 措辞拆分：**「Oberon」本身是 NVIDIA 官方的机架世代名**（2025-10 OCP 博客原文「NVIDIA Kyber — the successor to NVIDIA Oberon」），此前把「Oberon 机架」整体归为分析师推测是错的；真正属于分析师的是**这一代 Oberon 壳体内部怎么重排**（9+18+9 等上面列的那几项）。","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.4–p.5（机架立面图与机架高度节），p.10（NPO/CPO 与 Dragonfly 拓扑描述）""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
